"","Response.ID","Comments"
"2268","9qCik6MS","I support all of this and more only if paid through a progressive tax model.  If low income south county residents have to pay  more with the current state of the meager rapidly disintegrating social infrastructure, I say no.   I think of those who own second and third houses and Airbnbs. They don’t live full time or spend much money here while contributing to a housing crisis.  There should be a cost to this harm being done to the fabric of our communities.  With a sales tax increase, these well-to-do non-residents are not going to be contributing much of anything.  And what about the private entities like Rayonier who have been exploiting these lands and poisoning our communities for decades.  The wealth built and held in real estate here is vast.  Rayonier and Crown paper should be footing the bill for this kind of project but they aren’t going to be contributing at all with this tax.    A solution would be a progressive tax on people who own property that is valued above a million dollars. They are much less likely to be impacted by hundreds of extra dollars annually.  Whereas a family whose income is $40,000 and pays half of that for rent does not have a couple hundred dollars to spare. It is just directly adding to their poverty and debt.   Poor people are always the easiest to pull from as they have the least voice. Poor people are not the ones pushing for this pool, though many of us could use the services it would provide.   I think low income South County residents could come up with a long list of things they feel their taxation should afford their towns.  It would likely prioritize creating conditions that lead to safe and functional communities like sidewalks, crosswalks, a pharmacy, basic waste water infrastructure, affordable gas and groceries.    We want assurances that our towns and much loved places will be protected from the profiteers building luxury get aways while displacing us and our neighbors who have lived here for generations.  We don’t have that in Quilcene and Brinnon but we are paying the county more and more.   Personally I want to see this pool for my child but our family currently has very little free time and money for extra trips north to pay for enriching stuff.  And it won’t be much use for us in a future where we get priced out and have nowhere to live.  It is important to understand that at the moment the workers in the stores and laborers in the factories and trades are often working full time (or more) and many are not able to meet their basic needs for shelter, food, water, waste management and electricity.  As it stands the pool will be funded by regressive tax and then it will still cost money to use the facilities.  Wouldn’t it make sense to provide free access to low income folks?  These sorts of projects could be a great opportunity to try some new approaches to counteract the regressive WA tax structure that has contributed to the depressing state of our towns.    There are a lot of examples to pull from of projects like this that serve the entire community without further taxing the poor.    Do we have the will to push for the harder thing because it is right or will we stick to the status quo?"
"2269","dgC4gBSU","I don't think it is needed.... dollars should be spent on something for more people to use. Improve park areas and indoor event areas"
"2270","nACKmHK6","Don't increase sales tax! We will take our business out of the county!"
"2271","gQkXB3pk",""
"2272","45fpQ8sW","If the pleasant harbor resort gets built, there will be a pool available and I won’t be taxed to have it built."
"2273","EfCYet1U","I’d love to see a hot tub and pools for younger children please! Even better would be a workout gym with classes and childcare!"
"2274","P5B6siXv",""
"2275","fLEBwKpJ","Fix your roads first"
"2276","9uDToTw9",""
"2277","WdB6nrQj","You had better find another way of funding this project other than taxes"
"2278","ARC474eF",""
"2279","O8CK7kNm",""
"2280","0jkh6tJY",""
"2281","bGB65wUA",""
"2282","j6EB2uDF","If fancy expensive facility gets built then even more residents will be priced out of Jefferson County."
"2283","R9C4V4v7","I live in an HOA community with 2 pools.  Why would I want to fund a public pool? Those living in an HOA community with a pool should not have to fund this. The folks that want a community pool should pay for it."
"2284","UXB6F8W4","There is no aspect of this proposal I can support. We do not use or need any of these features."
"2285","kzC4ElcX","WE JUST WANT TO GO SWIMMING!!"
"2286","xtk9Wlnv","Our community needs a modern facility!"
"2287","I7EBtU7j",""
"2288","yYEBHggA","It would be wonderful to have straightforward, no nonsense functional and clean facility that would provide open swims and activities people of all ages."
"2289","1xkWYZkZ","Please consider a therapy pool for children and persons with disabilities like the Bellevue Aquatic Center in Bellevue, Washington."
"2290","PbCYqJVi",""
"2291","cwEBHqmg",""
"2292","TRC47n7o","I think the money could be better spent somewhere else. Make do with what you have or have nothing at all"
