Response.ID,Comments
nvCKckMc,"Very important that there is a pool for JeffCo residents - especially for kids to learn to swim! We are surrounded on 3 sides with water, and all the opportunities that water provides. Kids need to learn to swim for their own safety, and so they can reasonably enjoy the activities available. Water sports are a wonderful life long endeavor and healthy choice for so many.  The PT pool is woefully inadequate and in the corner of the county. The Port Ludlow pools I have at my disposal are also inadequate for many.  Let's encourage all the water sports."
YHfxiHdT,Good thing for all the schools in the area!
hGCYTMm5,Why is it always so important for the government to keep spending money. Please learn to live within your means just like I have to. My taxes are so expensive as it is.
oCEBRLg7,I swim and kayak on Hood Canal so I do not need a pool.
dPC4SrtE,I think it is a ridiculous amount of taxpayers money you are trying to rob us of. The county is too large and would only be used by a small portion of the county. Port Townsend and Port Hadlock needs to fund if this is built.
tNCKqOv4,A saline pool would be amazing. Thank you for doing this research. I believe this will help people get out of the house when the weather is not great and build community during the sad time of the year.
BUC4T6Ta,I am not in favor of a chlorinated pool. The chemical contact is undesirable.
FzCKfbBh,Adamantly opposed.  This project should have died long ago.
sNCKziaB,"Even though my household would not make much use, I believe it's an important community asset and support the pool."
F9C440bj,"I am not interested in using or supporting this project.I have been informed that the data   collection process is rigged.  You need to start over with asimple question to the voters, Will they support a pool.If the answer is affirmative, then start addressing features."
a6CigSio,The proposed facility is beyond the means of a population this small. Aquatic centers are very expensive to maintain. Too much carbon generated having a center that everyone would have to drive to.
KUDTGwyf,I will vote NO on any property tax increase!
rtk8lx9K,"Given the current economic climate and uncertainty in WA and US, I think the extra tax could be a hardship for many. There are other areas in greater need such as public school basics. Or housing for low and middle income. With Medicare, Medicaid and Social Security under threat, senior and veteran assistance is/will be needed. Adding taxes to pay for an amenity that isn’t a life necessity is hard for me to justify at this time."
